# collected from ~/text (user diary) via MeCab enumeration.
あ	亜
とうがらし	唐辛子
とうき	登記,投機,冬季,当期
とうきゅう	東急,等級
とうきゅうとうよこ	東急東横
とうきゅうはんず	東急ハンズ
とうきょう	東京
とうきょうおんだい	東京音大
とうきょうがいこくごだいがく	東京外国語大学
とうきょうがくげいだいがく	東京学芸大学
とうきょうがす	東京ガス
とうきょうこうぎょうだいがく	東京工業大学
とうきょうしかだいがく	東京歯科大学
とうきょうだいがく	東京大学
とうきょうでんりょく	東京電力
とうきょうのうこうだいがく	東京農工大学
とうきょく	当局
とうぐう	春宮
とうけい	統計
とうけつ	凍結
とうげ	峠
とうげい	陶芸
とうげしも	峠下
とうこう	投稿,東光,登校
とうこうだい	東工大
とうごう	統合,東郷
とうさい	搭載
とうさく	倒錯,盗作
とうさま	父様
とうさん	父さん,倒産
とうざ	当座
とうざい	東西
とうざいせん	東西線
とうし	投資,凍死,透視
とうしき	等式
とうしば	東芝
とうしゅ	当主,投手
とうしゅう	踏襲
とうしょう	東証
とうしょうぐう	東照宮
とうしん	等身,答申,東新,投身
とうじ	答辞
とうじき	陶磁器
とうじしゃ	当事者
とうじょう	搭乗,登場,東上
とうせい	統制
とうせん	当選
とうそう	逃走
とうそつ	統率
とうたつ	到達
とうだい	東大,灯台,当代
とうだいじ	東大寺
とうだん	登壇
とうち	当地,倒置
とうちゃく	到着
とうちょう	盗聴,頭頂
とうちょく	当直
とうつう	疼痛
とうてんこう	東天紅
とうでん	東電
とうとう	滔々
とうとつ	唐突
とうど	糖度
とうどう	藤堂
とうなん	東南,盗難
とうなんあじあ	東南アジア
とうにゅう	投入,豆乳
とうにょう	糖尿
とうにん	当人
とうはつ	頭髪
とうばつ	討伐
とうばん	当番
とうひ	逃避,頭皮
とうひょう	投票
とうびょう	闘病
とうふ	豆腐
とうぶ	東武,頭部,東部
とうぶん	糖分,等分
とうぷれ	東プレ
とうべつ	当別
とうほう	東宝,東邦,東方
とうほうだい	東邦大
とうほうだいがく	東邦大学
とうほく	東北
とうほくしんかんせん	東北新幹線
とうほくだいがく	東北大学
とうほくでんりょく	東北電力
とうほくどう	東北道
とうほん	謄本
とうぼう	逃亡
とうま	当麻
とうみん	冬眠
とうめい	透明,東名
とうやく	投薬
とうやこ	洞爺湖
とうゆ	灯油
とうよ	投与
とうよう	東洋
とうようだい	東洋大
とうようだいがく	東洋大学
とうよこせん	東横線
とうらい	到来
とうりゅうもん	登竜門
とうりょう	棟梁
とうるい	糖類
とうろく	登録
とうわく	当惑
とえい	都営
とおし	通し
とおで	遠出
とおの	遠野
とおぼえ	遠吠え
とおまわし	遠回し,遠まわし
とおまわり	遠回り
とおめ	遠目
とおや	遠矢
とおやま	遠山
とおり	通り
とおりあめ	通り雨
とおりすがり	通りすがり
とおりな	通り名
とおりま	通り魔
とおる	透,徹
とかい	都会
とかち	十勝
とかわ	外川
とがき	ト書
とがめ	咎め
とがわ	戸川
とき	時,斎,土岐
ときかた	解き方
ときなが	時長
ときのま	時の間
ときわ	常磐
とぎ	利,伽
とぎかい	都議会
とく	特,得,徳
とくい	得意,特異
とくがわ	徳川
とくぎ	特技
とくさく	得策
とくさつ	特撮
とくしま	徳島
とくしゅ	特殊
とくしゅう	特集
とくしょく	特色
とくせい	特性,特製
とくせつ	特設
とくそく	督促
とくだい	特大
とくだん	特段
とくちゅう	特注
とくちょう	特徴
とくてい	特定
とくてん	特典,得点
とくとう	特等
とくなが	徳永
とくはつ	特発
とくばい	特売
とくばん	特番
とくひつ	特筆
とくべつ	特別
とくめい	匿名
とくやく	特約
とくゆう	特有
とくよう	得用
とくれい	特例
とけい	時計
とけん	都県
とげ	刺
とこいた	床板
とこう	渡航
とこのま	床の間
とこや	床屋
ところ	所,処
ところがき	所書き
ところざわ	所沢
とさか	登坂
とさつ	屠殺
とざん	登山
とし	慧,年,都市,歳
としあけ	年明け
としうえ	年上
としお	俊雄
としおとこ	年男
としこ	トシ子
としこし	年越し
としごろ	年頃
としした	年下
としつき	年月
としのくれ	年の暮れ
としのせ	年の瀬
としま	豊島
としまえん	豊島園
としゃ	吐瀉
としゆき	敏幸,俊幸
としょ	図書
としょかん	図書館
としより	年寄り
としん	都心
とじょう	途上
とそう	塗装
とだ	戸田
とだな	戸棚
とち	土地
とちぎ	栃木
とちじ	都知事
とちょう	都庁
とっか	特価
とっき	突起
とっきゅう	特急
とっきょ	特許
とっくり	徳利
とっけん	特権
とっこう	特攻
とっこうたい	特攻隊
とっこうやく	特効薬
とっさ	咄嗟
とっしゅつ	突出
とっしん	突進
とって	取手,取っ手
とっとり	鳥取
とっぱ	突破
とっぱつ	突発
とっぱんいんさつ	凸版印刷
とっぴ	突飛
とっぷう	突風
とつ	凸
とつか	戸塚
とつかわ	十津川
とつげき	突撃
とつにゅう	突入
とでん	都電
とどうふけん	都道府県
とどけ	届け,届
とどけで	届出
とない	都内
となり	隣
とねり	舎人
とのさま	殿様
とばり	帳
とび	飛
とびこみ	飛び込み
とびざき	飛岬
とびばこ	跳び箱
とびら	扉
とべい	渡米
とほ	徒歩
とほう	途方
とまこまい	苫小牧
とまこまいこうせん	苫小牧高専
とままえ	苫前
とまり	泊まり,泊り,泊
とまりがけ	泊まり掛け
とみ	富,頓
とみざわ	富澤
とみた	富田
とみなが	富永
とみひさ	富久
とみまつ	富松
とみん	都民
とむら	戸村
とむらい	弔い
とめ	止め,留,止,留め
とめおき	留置
とも	友,朋,共,伴,供
ともえ	朋枝,巴,友恵
ともかず	智一,友一
ともがら	輩
ともこ	朋子
ともしび	灯火
ともだおれ	共倒れ
ともだち	友達,友だち
とものかい	友の会
ともみ	智美,巴
ともや	知也
ともよ	智代
とやま	外山,戸山,富山
とよおか	豊岡
とよかわ	豊川
とよぐち	豊口
とよさか	豊坂
とよさと	豊郷
とよさわ	豊沢
とよす	豊洲
とよだ	豊田
とよはし	豊橋
とよはま	豊浜
とよひら	豊平
とよひらがわ	豊平川
とら	寅,虎
とらのまき	とらの巻
とらのもん	虎ノ門
とり	鳥
とりあい	取り合い
とりあつかい	取り扱い
とりい	鳥居
とりかい	鳥飼
とりかご	鳥かご
とりくみ	取り組み
とりけし	取消,取り消し
とりこ	鳥子,虜
とりこしぐろう	取り越し苦労
とりこみ	取り込み
とりさげ	取り下げ
とりしまり	取り締まり,取締
とりしまりやく	取締役
とりしらべ	取り調べ
とりたて	取り立て
とりだし	取り出し
とりちがえ	取り違え
とりつ	都立
とりつけ	取り付け,取付
とりで	砦,取手
とりはずし	取り外し
とりひき	取引,取り引き
とりょう	塗料
とれつ	と列
とろ	吐露
とろう	徒労
とんかつ	豚カツ
とんざ	頓挫
とんじる	豚汁
とんちんかん	頓珍漢
とんとんびょうし	とんとん拍子
とんぷく	頓服
とんや	問屋
ど	度,土
どあい	度合い
どい	土井,土肥
どう	動,堂,同,銅
どうあげ	胴上げ
どうい	同意
どういつ	同一
どういん	動員
どうが	動画
どうがく	同額
どうがん	童顔
どうき	動機,動悸,同期
どうきゅう	同級
どうきゅうせい	同級生
どうきょ	同居
どうきょう	同郷
どうぎ	同義
どうぎょう	同業
どうくつ	洞窟
どうぐ	道具
どうけい	憧憬
どうげんざか	道玄坂
どうこう	同行,動向,瞳孔,同好
どうこく	慟哭
どうご	道後
どうさ	動作
どうさつ	洞察
どうし	同士,動詞,導師
どうししゃ	同志社
どうしつ	同室
どうしゃ	同車,同社
どうしゅ	同種
どうしゅつ	導出
どうしん	道新
どうしんえん	同心円
どうじ	同時
どうじく	同軸
どうじま	堂島
どうじょう	同上,同情,道場,同乗
どうじん	同人
どうせい	同棲,同性,同姓
どうせいあい	同性愛
どうせき	同席
どうせん	導線
どうぜん	同然
どうそうかい	同窓会
どうぞう	銅像
どうたい	胴体
どうちゃく	同着
どうちょう	同調
どうてい	童貞,同定
どうてき	動的
どうてん	同点
どうとう	同等,道東
どうない	道内
どうにゅう	導入
どうねんだい	同年代
どうはい	同輩
どうはん	同伴
どうばる	道原
どうばん	銅板
どうひょう	道標
どうふう	同封
どうぶつ	動物
どうみゃく	動脈
どうみん	道民
どうめい	同名,同盟
どうよう	同様,動揺
どうりょう	同僚
どうるい	同類
どうれつ	同列
どうろ	道路
どかん	土管
どがい	度外
どきょう	度胸,読経
どく	毒,独
どくがく	独学
どくがす	毒ガス
どくさい	独裁
どくしゃ	読者
どくしゅう	独習
どくしょ	読書
どくしん	独身
どくじ	独自
どくせん	独占
どくそう	独創
どくだん	独断
どくだんじょう	独壇場
どくとく	独特
どくりつ	独立
どくりょう	読了
どぐう	土偶
どげざ	土下座
どしゃ	土砂
どしゃぶり	どしゃ降り,土砂降り
どじょう	土壌
どすう	度数
どそく	土足
どたんば	土壇場
どだい	土台
どっかい	読解
どっきょ	独居
どっきょういかだいがく	獨協医科大学
どっきんほう	独禁法
どて	土手
どとう	怒涛
どなべ	土鍋
どにち	土日
どひょう	土俵
どぼく	土木
どま	土間
どもと	土本
どらやき	どら焼
どりょう	度量
どりょく	努力
どれい	奴隷
どろ	泥
どろぬま	泥沼
どろぼう	泥棒
どろみず	泥水
どわすれ	度忘れ
どん	鈍
どんかん	鈍感
どんぞこ	どん底
どんちゃんさわぎ	どんちゃん騒ぎ
どんちょう	緞帳
どんつう	鈍痛
どんでんがえし	どんでん返し
どんぶり	丼
どんま	鈍麻
どんよく	貪欲
な	名
ないか	内科
ないかい	内界
ないかん	内観
ないがい	内外
ないがしろ	蔑ろ
ないきん	内勤
ないくう	内宮
ないこう	内向
ないざい	内在
ないしゅっけつ	内出血
ないしょ	内緒
ないしょく	内職
ないしん	内心
ないじ	内示,内耳
ないじょう	内情
ないせい	内省,内政
ないせき	内積
ないせん	内線,内戦
ないそう	内装
ないぞう	内蔵,内臓
ないち	内地
ないてい	内定
ないてき	内的
ないとう	内藤
ないないてい	内々定
ないふく	内服
ないふん	内紛
ないぶ	内部
ないぶん	内分
ないほう	内包
ないめん	内面
ないよう	内容
ないらん	内覧
ないりく	内陸
なえ	苗
なえば	苗場
なえぼ	苗穂
なお	菜緒,奈穂,奈央
なおい	直井
なおえつ	直江津
なおき	直樹,尚樹,直紀
なおし	直し
なおひさ	尚久
なおや	直哉,直也
なか	中,仲
なかい	仲居,中居,中井
なかいで	中出
なかお	中尾
なかおし	仲尾次
なかがいにん	仲買人
なかがわ	中川
なかごえ	中越
なかごめ	中込
なかさん	中三
なかざと	仲里
なかざわ	中沢
なかしべつ	中標津
なかじま	中島,中嶋
なかじまこうえん	中島公園
なかた	中田
なかたけ	中武
なかたに	中谷
なかだか	中高
なかだるみ	中弛み
なかつぎ	中継ぎ
なかと	中戸
なかとがわ	中戸川
なかとんべつ	中頓別
なかどおり	中通り
なかなおり	仲直り
なかにし	中西
なかにわ	中庭
なかの	中野,中之
なかのさかうえ	中野坂上
なかのさわ	中ノ沢
なかのさんぷらざ	中野サンプラザ
なかはら	中原
なかばやし	中林
なかひら	中平
なかふじ	中藤
なかま	仲間,名嘉真
なかまち	中町
なかまはずれ	仲間はずれ
なかまる	中丸
なかみ	中身
なかみせ	仲見世
なかむた	中牟田
なかむら	中村
なかむらなか	中村中
なかむらや	中村屋
なかめぐろ	中目黒
なかもず	中百舌鳥
なかもり	中森
なかやすみ	中休み
なかやま	中山
なかやまとうげ	中山峠
なかゆび	中指
なかよこ	中横
なかよし	仲良し,仲よし
なが	永
ながい	長居
ながいき	長生き
ながいす	長椅子
ながいも	長芋
ながえ	長江
ながお	長尾
ながおか	長岡
ながさか	永坂
ながさき	長崎
ながさきだいがく	長崎大学
ながさきや	長崎屋
ながさわ	長沢,長澤
ながしだい	流し台
ながしま	長嶋,長島,永島
ながそで	長袖
ながた	長田,永田
ながたちょう	永田町
ながたに	長谷
ながたび	長旅
ながちょうば	長丁場
ながつづき	長続き
ながでんわ	長電話
ながと	長戸,長門
ながとろ	長瀞
ながぬま	長沼
ながねぎ	長ネギ
ながの	長野
ながはま	長濱,長浜
ながばなし	長話
ながひき	長引
ながぶち	長淵
ながまさ	長政
ながめ	長め,眺め
ながもち	長持ち
ながや	長屋
ながら	長良
ながれ	流れ
ながれず	流れ図
ながれぼし	流れ星
ながわ	名川
なき	泣き,鳴き
なきがお	泣き顔
なきごえ	鳴き声
なきごと	泣き言
なきねいり	泣き寝入り
なぎ	薙
なぎさ	渚
なぐさめ	慰め
なげうり	投げ売り
なげき	嘆き
なげし	長押
なげやり	投げ遣り,投げやり
なこうど	仲人
なごや	名古屋
なごやか	和やか
なごやだい	名古屋大
なごやだいがく	名古屋大学
なごり	名残,名残り
なし	梨
なじみ	馴染
なす	那須
なすこうげん	那須高原
なすび	茄子
なぞ	謎
なだ	灘,名田
なっとう	納豆
なっとく	納得
なつ	夏
なついん	捺印
なつかわ	夏川
なつき	奈月
なつこ	夏子
なつば	夏場
なつばて	夏バテ
なつふく	夏服
なつみ	奈津美
なつめ	夏目
なつもの	夏物
なつやすみ	夏休み,夏休
なでしこ	撫子
なな	菜々,菜奈,奈々
ななえ	七飯
ななえはま	七重浜
ななし	名無し
ななみ	七海,奈々美
ななみや	七宮
ななめ	斜め
なにごと	何事,何ごと
なにびと	何人
なにぶん	何分
なにもかも	何もかも
なにもの	何者
なのはな	菜の花
なのり	名乗り,名乗
なは	那覇
なはくうこう	那覇空港
